,name,scores_avg
5946,Outer Wilds: Echoes of the Eye,82.0
5947,Outland,82.0
5948,Outlast,79.0
5949,Outlast 2,74.75
5950,Outlast: Bundle of Terror,77.0
5951,Outlast: Whistleblower,73.0
5952,Outlaw Tennis,66.5
5953,Outlaw Volleyball Remixed,57.0
5954,Outpost Kaloki X,77.0
5955,Outriders,72.75
5956,Outward,64.66666666666667
5957,Over G Fighters,49.0
5958,Over the Hedge,57.25
5959,Overboard!,83.5
5960,Overclocked: A History of Violence,70.0
5961,Overcooked!,79.66666666666667
5962,Overcooked! 2,81.5
5963,Overcooked! 2: Surf 'n' Turf,83.0
5964,Overcooked! All You Can Eat,85.5
5965,Overcooked!: Special Edition,77.0
5966,Overland,72.0
5967,Overload,74.0
5968,Overlord,78.5
5969,Overlord II,75.33333333333333
5970,Overlord Minions,58.0
5971,Overlord: Dark Legend,68.0
5972,Overlord: Raising Hell,72.0
5973,Override 2: Super Mech League,60.666666666666664
5974,Override: Mech City Brawl,61.666666666666664
5975,Overwatch,86.25
5976,Overwhelm,74.0
5977,Owlboy,86.5
5978,Oxenfree,79.5
5979,P-O-L-L-E-N,64.0
5980,PAIN,71.0
5981,PAIN: Amusement Park,73.0
5982,PDC World Championship Darts 2008,47.0
5983,PDC World Championship Darts 2009,45.0
5984,PGA Tour 2K21,75.0
5985,PHOGS!,78.25
5986,PONCHO,63.0
5987,PONG Quest,47.0
5988,POSTAL Redux,54.0
5989,PQ2: Practical Intelligence Quotient,74.0
5990,PQ: Practical Intelligence Quotient,69.0
5991,PUSS!,64.0
5992,PaRappa the Rapper,67.0
5993,PaRappa the Rapper Remastered,61.0
5994,Pac 'n Roll,72.0
5995,Pac-Man,62.0
5996,Pac-Man & Galaga Dimensions,60.0
5997,Pac-Man 256,79.5
5998,Pac-Man 99,76.0
5999,Pac-Man Championship Edition,83.0
6000,Pac-Man Championship Edition 2,77.33333333333333
6001,Pac-Man Championship Edition 2 Plus,80.0
6002,Pac-Man Championship Edition DX,92.0
6003,Pac-Man Championship Edition DX +,86.0
6004,Pac-Man Museum,65.0
6005,Pac-Man Party,59.0
6006,Pac-Man Party 3D,43.0
6007,Pac-Man World 3,59.8
6008,Pac-Man World Rally,54.0
6009,Pac-Man and the Ghostly Adventures,53.5
6010,Pac-Man and the Ghostly Adventures 2,59.5
6011,Pac-Man: Mega Tunnel Battle,67.0
6012,Pac-Pix,71.0
6013,Pacer,75.33333333333333
6014,Pacific Rim,39.0
6015,Pacific Storm,67.0
6016,Pacific Storm: Allies,60.0
6017,Pagan Online,64.0
6018,Painkiller: Hell & Damnation,52.333333333333336
6019,Painkiller: Hell Wars,68.0
6020,Painkiller: Overdose,65.0
6021,Painkiller: Redemption,43.0
6022,Painkiller: Resurrection,38.0
6023,Paladins: Champions of the Realm,74.0
6024,Pandora's Tower,73.0
6025,Pandora: First Contact,68.0
6026,Pang Adventures,68.0
6027,Pangya Fantasy Golf,77.0
6028,Panorama Cotton,61.0
6029,Panzer Corps,80.0
6030,Panzer Corps 2,86.0
6031,Panzer Dragoon,63.0
6032,Panzer General: Allied Assault,75.0
6033,Panzer Paladin,76.5
6034,Panzer Tactics DS,67.0
6035,Panzer Tactics HD,69.0
6036,Paper Beast,79.0
6037,Paper Mario: Color Splash,76.0
6038,Paper Mario: Sticker Star,75.0
6039,Paper Mario: The Origami King,80.0
6040,Paper Monsters Recut,74.0
6041,Paper Sorcerer,73.0
6042,Paperbound,69.0
6043,Paperboy,71.0
6044,"Papers, Please",85.0
6045,Papo & Yo,71.0
6046,ParaWorld,71.0
6047,Paradigm,85.0
6048,Paradise (2006),57.0
6049,Paradise Killer,81.0
6050,Paradise Lost,62.0
6051,Paranautical Activity,48.0
6052,Paranoia: Happiness is Mandatory,47.0
6053,Pariah,69.5
6054,Part Time UFO,78.0
6055,Partisans 1941,74.0
6056,Party Hard,60.0
6057,Past Cure,39.666666666666664
6058,Patapon,79.0
6059,Patapon 2,81.0
6060,Patapon 2 Remastered,75.0
6061,Patapon 3,74.0
6062,Path of Exile,86.0
6063,Path of Exile: The Fall of Oriath,83.0
6064,Pathfinder: Kingmaker,73.0
6065,Pathfinder: Kingmaker - Definitive Edition,74.0
6066,Pathfinder: Wrath of the Righteous,83.0
6067,Pathologic 2,70.0
6068,Pathologic Classic HD,76.0
6069,Pathway,68.5
6070,Pato Box,74.0
6071,Patrician IV: Conquest by Trade,66.0
6072,Pawarumi,74.0
6073,Payday 2,72.0
6074,Payday 2: Crimewave Edition,68.0
6075,Payday: The Heist,73.0
6076,Peaky Blinders: Mastermind,62.666666666666664
6077,Pearl Harbor Trilogy - 1941: Red Sun Rising,70.0
6078,Peggle,90.0
6079,Peggle 2,77.0
6080,Peggle Deluxe,85.0
6081,Peggle Nights,76.0
6082,Peggle: Dual Shot,84.0
6083,Penarium,71.5
6084,Pendragon,74.0
6085,Penny Arcade Adventures: Episode One,76.5
6086,Penny Arcade Adventures: Episode Three,77.0
6087,Penny Arcade Adventures: Episode Two,77.5
6088,Penny-Punching Princess,63.0
6089,Penumbra: Black Plague,78.0
6090,Penumbra: Overture,73.0
6091,Penumbra: Requiem,67.0
6092,Per Aspera,79.0
6093,Perception,57.666666666666664
6094,Perfect Dark,79.0
6095,Perfect Dark Zero,81.0
6096,Perimeter: Emperor's Testament,72.0
6097,Persona 3: Dancing in Moonlight,73.0
6098,Persona 4 Arena,84.5
6099,Persona 4 Arena Ultimax,84.5
6100,Persona 4 Golden,90.0
6101,Persona 4: Dancing All Night,76.0
6102,Persona 5,93.0
6103,Persona 5 Royal,95.0
6104,Persona 5 Strikers,80.0
6105,Persona 5: Dancing in Starlight,72.0
6106,Persona Dancing: Endless Night Collection,75.0
6107,Persona Q2: New Cinema Labyrinth,81.0
6108,Persona Q: Shadow of the Labyrinth,83.0
6109,Personal Trainer: Cooking,81.0
6110,Personal Trainer: Math,63.0
6111,Pet Alien: An Intergalactic Puzzlepalooza,58.0
6112,Peter Jackson's King Kong: The Official Game of the Movie,76.33333333333333
6113,Phantaruk,53.0
6114,Phantasy Star Portable,64.0
6115,Phantasy Star Portable 2,69.0
6116,Phantasy Star Universe,63.666666666666664
6117,Phantasy Star Zero,71.0
6118,Phantom Brave: The Hermuda Triangle,65.0
6119,Phantom Brave: We Meet Again,76.0
6120,Phantom Breaker: Battle Grounds,67.66666666666667
6121,Phantom Doctrine,73.0
6122,Phantom Dust,81.0
6123,Phantom: Covert Ops,75.0
6124,Phineas and Ferb: Across the 2nd Dimension,63.0
6125,Phoenix Point,74.0
6126,Phoenix Point: Behemoth Edition,72.0
6127,Phoenix Wright: Ace Attorney,74.0
6128,Phoenix Wright: Ace Attorney - Dual Destinies,81.0
6129,Phoenix Wright: Ace Attorney - Justice for All,76.0
6130,Phoenix Wright: Ace Attorney - Spirit of Justice,81.0
6131,Phoenix Wright: Ace Attorney - Trials and Tribulations,74.0
6132,Phoenix Wright: Ace Attorney Trilogy,80.4
6133,Phoenotopia: Awakening,72.0
6134,Phoning Home,61.0
6135,Photo Dojo,70.0
6136,Picklock,50.0
6137,Picross 3D,83.0
6138,Picross 3D: Round 2,86.0
6139,Picross DS,83.0
6140,Picross S,67.0
6141,Picross e,73.0
6142,Picross e2,68.0
6143,Picross e3,66.0
6144,Picross e4,68.0
6145,Pictionary,71.0
6146,PictoImage,61.0
6147,Piczle Lines DX,76.0
6148,Pid,68.33333333333333
6149,Pikmin 3,87.0
6150,Pikmin 3 Deluxe,85.0
6151,Pikuniku,75.0
6152,Pillar,59.0
6153,Pillars of Eternity,89.0
6154,Pillars of Eternity II: Deadfire,82.5
6155,Pillars of Eternity: Complete Edition,84.33333333333333
6156,Pillars of Eternity: The White March - Part 1,76.0
6157,Pillars of Eternity: The White March - Part 2,79.0
6158,Pilotwings Resort,71.0
6159,Pimp My Ride,37.0
6160,Pinball FX,69.0
6161,Pinball FX 2,86.0
6162,Pinball FX 2: Marvel Pinball,86.0
6163,Pinball FX 2: Marvel Pinball - Avengers Chronicles,88.0
6164,Pinball FX 2: Marvel Pinball - Vengeance and Virtue,84.0
6165,Pinball FX 2: Star Wars Pinball,87.0
6166,Pinball FX 2: Star Wars Pinball - Rogue One,74.0
6167,Pinball FX2 VR,79.0
6168,Pinball FX3,80.0
6169,Pinball FX3: Bethesda Pinball,80.0
6170,Pinball Fantasies,81.0
6171,Pinball Hall of Fame: The Gottlieb Collection,73.0
6172,Pinball Hall of Fame: The Williams Collection,82.33333333333333
6173,Pineapple Smash Crew,62.0
6174,Pinstripe,74.0
6175,Pipe Mania,71.0
6176,Pirates Outlaws,79.0
6177,Pirates of Black Cove,56.0
6178,Pirates of the Burning Sea,76.0
6179,Pirates of the Caribbean Online,60.0
6180,Pirates of the Caribbean: At World's End,54.0
6181,Pirates of the Caribbean: Dead Man's Chest,61.666666666666664
6182,Pirates of the Caribbean: The Legend of Jack Sparrow,50.0
6183,Pirates vs Ninjas Dodgeball,44.0
6184,Pirates: Duels on the High Seas,50.0
6185,Pirates: The Key of Dreams,53.0
6186,Pistol Whip,85.5
6187,Pit People,78.5
6188,Pix the Cat,75.66666666666667
6189,Pixel Gear,51.0
6190,Pixel Heroes: Byte & Magic,58.0
6191,Pixel Piracy,51.5
6192,Pixel Ripped 1995,82.0
6193,PixelJunk 4am,63.0
6194,PixelJunk Eden,80.0
6195,PixelJunk Eden 2,78.0
6196,PixelJunk Monsters,83.0
6197,PixelJunk Monsters 2,72.0
6198,PixelJunk Monsters Deluxe,86.0
6199,PixelJunk Monsters Encore,82.0
6200,PixelJunk Monsters: Ultimate,72.0
6201,PixelJunk Monsters: Ultimate HD,84.0
6202,PixelJunk Racers,62.0
6203,PixelJunk Raiders,49.0
6204,PixelJunk Shooter,80.0
6205,PixelJunk Shooter 2,82.0
6206,PixelJunk Shooter Ultimate,82.0
6207,PixelJunk SideScroller,76.0
6208,Piyotama,70.0
6209,Plain Sight,76.0
6210,Planar Conquest,53.0
6211,Planescape: Torment - Enhanced Edition,85.0
6212,Planescape: Torment: Enhanced Edition / Icewind Dale: Enhanced Edition,73.0
6213,Planet 51 The Game,51.5
6214,Planet Alpha,70.75
6215,Planet Coaster,84.0
6216,Planet Coaster: Console Edition,82.25
6217,Planet Crashers (3DSWare),50.0
6218,Planet Minigolf,66.0
6219,Planet Puzzle League,86.0
6220,Planet Zoo,81.0
6221,Planet of the Apes: Last Frontier,59.0
6222,Planet of the Eyes,64.0
6223,PlanetSide 2,81.0
6224,Planetary Annihilation,62.0
6225,Planetbase,70.0
6226,Plants vs Zombies: Garden Warfare,76.33333333333333
6227,Plants vs Zombies: Garden Warfare 2,80.5
6228,Plants vs. Zombies,83.8
6229,Plants vs. Zombies: Battle for Neighborville,76.66666666666667
6230,Plants vs. Zombies: Battle for Neighborville - Complete Edition,74.0
6231,Platformines,67.0
6232,Platypus,59.0
6233,PlayStation All-Stars Battle Royale,74.5
6234,PlayStation Move Ape Escape,43.0
6235,PlayStation Move Fitness,61.0
6236,PlayStation Move Heroes,53.0
6237,PlayStation VR WORLDS,59.0
6238,PlayStation Vita Pets,63.0
6239,Playboy: The Mansion,59.666666666666664
6240,PlayerUnknown's Battlegrounds,81.0
6241,Pneuma: Breath of Life,66.0
6242,PoPoLoCrois,66.0
6243,Pocket Card Jockey,83.0
6244,Pocket Pool,37.0
6245,Pocket Racers,39.0
6246,Pocket Rumble,75.0
6247,Pocketbike Racer,54.0
6248,Pode,76.0
6249,Pogo Island,62.0
6250,Poi: Explorer Edition,65.0
6251,Point Blank DS,66.0
6252,Poison Control,61.5
6253,PokePark 2: Wonders Beyond,60.0
6254,PokePark Wii: Pikachu's Adventure,62.0
6255,Pokedex 3D Pro,59.0
6256,Pokemon Alpha Sapphire,82.0
6257,Pokemon Art Academy,76.0
6258,Pokemon Battle Revolution,53.0
6259,Pokemon Battle Trozei,70.0
6260,Pokemon Black Version,87.0
6261,Pokemon Black Version 2,80.0
6262,Pokemon Brilliant Diamond,73.0
6263,Pokemon Cafe Mix,64.0
6264,Pokemon Conquest,80.0
6265,Pokemon Dash,46.0
6266,Pokemon Diamond Version,85.0
6267,Pokemon Dream Radar,54.0
6268,Pokemon Emerald Version,76.0
6269,Pokemon HeartGold Version,87.0
6270,Pokemon Moon,87.0
6271,Pokemon Mystery Dungeon: Blue Rescue Team,62.0
6272,Pokemon Mystery Dungeon: Explorers of Darkness,59.0
6273,Pokemon Mystery Dungeon: Explorers of Sky,54.0
6274,Pokemon Mystery Dungeon: Explorers of Time,60.0
6275,Pokemon Mystery Dungeon: Gates to Infinity,59.0
6276,Pokemon Mystery Dungeon: Red Rescue Team,67.0
6277,Pokemon Mystery Dungeon: Rescue Team DX,68.0
6278,Pokemon Omega Ruby,83.0
6279,Pokemon Pearl Version,85.0
6280,Pokemon Picross,75.0
6281,Pokemon Platinum Version,83.0
6282,Pokemon Quest,64.0
6283,Pokemon Ranger,69.0
6284,Pokemon Ranger: Guardian Signs,68.0
6285,Pokemon Ranger: Shadows of Almia,68.0
6286,Pokemon Rumble,59.0
6287,Pokemon Rumble Blast,56.0
6288,Pokemon Rumble U,49.0
6289,Pokemon Rumble World,58.0
6290,Pokemon Shield,80.0
6291,Pokemon Shining Pearl,73.0
6292,Pokemon Shuffle,56.0
6293,Pokemon SoulSilver Version,87.0
6294,Pokemon Sun,87.0
6295,Pokemon Super Mystery Dungeon,69.0
6296,Pokemon Sword,80.0
6297,Pokemon Sword / Shield Dual Pack,80.0
6298,Pokemon Sword / Shield: The Crown Tundra,75.0
6299,Pokemon Sword / Shield: The Isle of Armor,69.0
6300,Pokemon Trozei!,74.0
6301,Pokemon UNITE,70.0
6302,Pokemon Ultra Moon,84.0
6303,Pokemon Ultra Sun,84.0
6304,Pokemon White Version,87.0
6305,Pokemon White Version 2,80.0
6306,Pokemon X,87.0
6307,Pokemon XD: Gale of Darkness,64.0
6308,Pokemon Y,88.0
6309,"Pokemon: Let's Go, Eevee!",80.0
6310,"Pokemon: Let's Go, Pikachu!",79.0
6311,Poker Night 2,72.0
6312,Poker Night at the Inventory,71.0
6313,Poker Smash,81.0
6314,Pokken Tournament,76.0
6315,Pokken Tournament DX,79.0
6316,Polar Panic,66.0
6317,Polaris Sector,76.0
6318,Polarium,73.0
6319,Poly Bridge,73.0
6320,Polybius,84.0
6321,Pony Friends,67.0
6322,Pony Island,86.0
6323,Poochy & Yoshi's Woolly World,77.0
6324,Pool Nation,80.0
6325,Pool Panic,71.0
6326,Pool Party,32.0
6327,Pop,64.0
6328,Pop Island,77.0
6329,Pop-Up Pilgrims,63.0
6330,Popeye: Rush for Spinach,48.0
6331,Populous DS,60.0
6332,Port Royale 3: Pirates and Merchants,55.0
6333,Port Royale 4,67.5
6334,Portal,90.0
6335,Portal 2,95.0
6336,Portal Knights,74.0
6337,Portal: Still Alive,90.0
6338,Post Void,76.0
6339,Postal III,24.0
6340,Potata: Fairy Flower,66.0
6341,Power Gig: Rise of the SixString,36.0
6342,Power Rangers Super Megaforce,43.0
6343,Power Rangers: Battle for the Grid,62.0
6344,Power Stone Collection,74.0
6345,PowerUp Forever,62.0
6346,PowerUp Heroes,61.0
6347,Powerstar Golf,65.0
6348,Praetorians HD Remaster,56.0
6349,Predator: Concrete Jungle,46.5
6350,Predator: Hunting Grounds,59.0
6351,Pressure,64.0
6352,Prey,81.0
6353,Prey (2006),83.0
6354,Prey the Stars,66.0
6355,Prey: Mooncrash,80.0
6356,Pride of Nations,70.0
6357,Primal Carnage,67.0
6358,Primal Carnage: Extinction,46.0
6359,Prime World: Defenders,58.0
6360,Primordia,72.0
6361,Prince of Persia,82.66666666666667
6362,Prince of Persia Classic,82.0
6363,Prince of Persia Classic Trilogy HD,81.0
6364,Prince of Persia Revelations,65.0
6365,Prince of Persia Rival Swords,74.0
6366,Prince of Persia: Epilogue,67.0
6367,Prince of Persia: Rival Swords,70.0
6368,Prince of Persia: The Fallen King,64.0
6369,Prince of Persia: The Forgotten Sands,70.5
6370,Prince of Persia: The Two Thrones,84.75
6371,Prinny 1-2: Exploded and Reloaded,69.0
6372,"Prinny 2: Dawn of Operation Panties, Dood!",68.0
6373,Prinny Presents NIS Classics Volume 1,72.0
6374,Prinny: Can I Really Be the Hero?,72.0
6375,Prism: Light the Way,73.0
6376,Prison Architect,77.5
6377,Prison Break: The Conspiracy,43.0
6378,Pro Cycling Manager 2017,71.0
6379,Pro Cycling Manager Season 2008: Le Tour de France,48.0
6380,Pro Cycling Manager Season 2012: Le Tour de France,68.0
6381,Pro Cycling Manager Season 2013: Le Tour de France - 100th Edition,65.0
6382,Pro Cycling Manager Season 2014: Le Tour de France,67.0
6383,Pro Cycling Manager Season 2015,66.0
6384,Pro Evolution Soccer 2008,75.5
6385,Pro Evolution Soccer 2009,77.8
6386,Pro Evolution Soccer 2010,77.6
6387,Pro Evolution Soccer 2011,77.0
6388,Pro Evolution Soccer 2011 3D,73.0
6389,Pro Evolution Soccer 2012,78.5
6390,Pro Evolution Soccer 2012 3D,73.0
6391,Pro Evolution Soccer 2013,81.33333333333333
6392,Pro Evolution Soccer 2014,77.33333333333333
6393,Pro Evolution Soccer 2015,81.0
6394,Pro Evolution Soccer 2016,82.66666666666667
6395,Pro Evolution Soccer 2017,80.33333333333333
6396,Pro Evolution Soccer 2018,82.0
6397,Pro Evolution Soccer 2019,80.33333333333333
6398,ProStroke Golf - World Tour 2007,61.25
6399,Professor Heinz Wolff's Gravity,58.0
6400,Professor Layton VS Phoenix Wright Ace Attorney,79.0
6401,Professor Layton and the Azran Legacy,81.0
6402,Professor Layton and the Curious Village,85.0
6403,Professor Layton and the Diabolical Box,84.0
6404,Professor Layton and the Last Specter,83.0
6405,Professor Layton and the Miracle Mask,82.0
6406,Professor Layton and the Unwound Future,86.0
6407,Project CARS,82.33333333333333
6408,Project CARS 2,83.33333333333333
6409,Project CARS 3,69.0
6410,Project Gotham Racing 3,88.0
6411,Project Gotham Racing 4,85.0
6412,Project Highrise,73.0
6413,Project Nimbus: Complete Edition,68.0
6414,Project Root,41.5
6415,Project Spark,73.0
6416,Project Sylpheed: Arc of Deception,64.0
6417,Project Warlock,75.5
6418,Project Wingman,75.0
6419,Project X Zone,70.0
6420,Project X Zone 2,73.0
6421,Project Zero 2: Wii Edition,77.0
6422,Project: Snowblind,77.66666666666667
6423,Proteus,76.33333333333333
6424,Protothea,40.0
6425,Prototype,78.66666666666667
6426,Prototype 2,76.33333333333333
6427,Psikyo Shooting Stars Alpha,69.0
6428,Psikyo Shooting Stars Bravo,67.0
6429,Psycho-Pass: Mandatory Happiness,68.0
6430,Psychonauts,87.0
6431,Psychonauts 2,88.5
6432,Psychonauts in The Rhombus of Ruin,71.0
6433,Psychotoxic,40.0
6434,Puchi Puchi Virus,73.0
6435,Puddle,71.5
6436,Pulse,57.0
6437,Pump It Up: Exceed,73.5
6438,Pumpkin Jack,75.0
6439,Punch Club,73.0
6440,Punch Line,66.0
6441,Punch-Out!!,86.0
6442,Puppeteer,80.0
6443,Pure,82.66666666666667
6444,Pure Chess,61.0
6445,Pure Farming 2018,70.0
6446,Pure Futbol,42.0
6447,Pure Hold 'Em,73.0
6448,Pure Pool,73.33333333333333
6449,Purrfect Date,72.0
6450,Pursuit Force,75.0
6451,Pursuit Force: Extreme Justice,73.0
6452,Push Me Pull You,75.0
6453,Pushmo,90.0
6454,Pushmo World,80.0
6455,Putty Squad,38.0
6456,Puyo Pop Fever,76.0
6457,Puyo Puyo Champions,74.0
6458,Puyo Puyo Tetris,82.0
6459,Puyo Puyo Tetris 2,78.66666666666667
6460,Puzzle & Dragons Z + Puzzle & Dragons: Super Mario Bros. Edition,73.0
6461,Puzzle Agent,68.0
6462,Puzzle Agent 2,63.0
6463,Puzzle Arcade,49.0
6464,Puzzle Chronicles,59.5
6465,Puzzle Dimension,79.0
6466,Puzzle Guzzle,65.0
6467,Puzzle Kingdoms,63.5
6468,Puzzle Quest 2,77.5
6469,Puzzle Quest: Challenge of the Warlords,81.0
6470,Puzzle Quest: Galactrix,73.75
6471,Puzzle Quest: The Legend Returns,78.0
6472,Puzzle Scape,60.0
6473,Puzzlegeddon,69.0
6474,Pyramids,60.0
6475,Pyre,83.5
6476,Q*bert: Rebooted,44.0
6477,Q*bert: Rebooted: The XBOX One @!#?@! Edition,56.0
6478,Q.U.B.E.,69.0
6479,Q.U.B.E. 2,74.75
6480,Q.U.B.E. Director's Cut,73.33333333333333
6481,QV,75.0
6482,Qix++,51.0
6483,Quadrilateral Cowboy,81.0
6484,Quake 4,78.0
6485,Quake Arena Arcade,69.0
6486,Quake Remastered,85.0
6487,Quantum Break,71.5
6488,Quantum Conundrum,77.33333333333333
6489,Quantum Theory,40.0
6490,Quarantine Circular,73.0
6491,Quarrel,79.0
6492,Quell Memento,82.0
6493,Quest for Infamy,63.0
6494,QuickSpot,68.0
6495,R-Type Command,69.0
6496,R-Type Dimensions,76.0
6497,R-Type Dimensions EX,81.0
6498,R-Type Final 2,71.0
6499,R.I.P.D. The Game,32.5
6500,R.U.S.E.,76.66666666666667
6501,RACE 07: Official WTCC Game,83.0
6502,RACE On,73.0
6503,RAGE,80.33333333333333
6504,RAGE 2,70.66666666666667
6505,RF Online,56.0
6506,RICO,70.0
6507,RIDE,62.666666666666664
6508,RIDE 3,73.5
6509,RIDE 4,74.75
6510,RIGS: Mechanized Combat League,78.0
6511,RISK: Factions,77.0
6512,RIVE,74.0
6513,RIVE: Ultimate Edition,82.0
6514,RONIN,70.0
6515,RPG Maker 3,69.0
6516,RPG Maker Fes,64.0
6517,RPG Maker MV,59.0
6518,RUNE II: Decapitation Edition,50.0
6519,RUSH,77.0
6520,RWBY: Grimm Eclipse,57.0
6521,RYL: Path of the Emperor,50.0
6522,Rabbids Go Home,74.0
6523,Rabbids Invasion,53.0
6524,Rabbids Land,52.0
6525,Rabbids Travel in Time 3D,55.0
6526,Rabi-Ribi,80.0
6527,Race Driver 2006,81.0
6528,Race Driver: Create & Race,76.0
6529,Race Pro,72.0
6530,Race the Sun,77.5
6531,Racing Gears Advance,83.0
6532,Rack N Ruin,59.0
6533,Racquet Sports,48.0
6534,Rad,72.25
6535,Rad Rodgers,68.66666666666667
6536,Rad Rodgers: Radical Edition,62.0
6537,Radiant Historia,85.0
6538,Radiant Historia: Perfect Chronology,85.0
6539,Radiant Silvergun,86.0
6540,Radiata Stories,74.0
6541,Radiation Island,54.0
6542,Radical Rabbit Stew,70.0
6543,Radiohammer,63.0
6544,Rafa Nadal Tennis,56.0
6545,Rag Doll Kung Fu,69.0
6546,Rag Doll Kung Fu: Fists of Plastic,68.0
6547,Rage of the Gladiator,81.0
6548,Raging Justice,64.0
6549,Ragnarok DS,53.0
6550,Ragnarok Odyssey,66.0
6551,Ragnarok Odyssey ACE,61.0
6552,Raid: World War II,46.0
6553,Raiden Fighters Aces,73.0
6554,Raiden III,61.0
6555,Raiden V,75.0
6556,Raiden V: Director's Cut,73.0
6557,Raiders of the Broken Planet,61.5
6558,Rail Simulator,72.0
6559,Railway Empire,75.5
6560,Railway Empire: Switch Edition,74.0
6561,Railworks 3: Train Simulator 2012,67.0
6562,Rain World,62.5
6563,Rain of Reflections: Chapter 1,68.0
6564,Rain on Your Parade,78.0
6565,Rainbow Billy: The Curse of the Leviathan,81.5
6566,Rainbow Islands Evolution,47.0
6567,Rainbow Islands Revolution,54.0
6568,Rainbow Islands: Towering Adventure!,57.5
6569,Rainbow Moon,70.0
6570,Rainbow Skies,64.0
6571,Rainswept,67.0
6572,Raji: An Ancient Epic,69.5
6573,Rakuen,84.0
6574,Rambo: The Video Game,28.333333333333332
6575,Rampage: Total Destruction,51.333333333333336
6576,Randal's Monday,57.0
6577,Randall,38.0
6578,Rango,61.666666666666664
6579,Rapala Tournament Fishing!,41.0
6580,Rare Replay,84.0
6581,Raskulls,75.0
6582,Ratatouille,60.0
6583,Ratchet & Clank,85.0
6584,Ratchet & Clank Collection,79.5
